POS_P3_A1	POS_P3_A5	POS_P3_B1	POS_P3_B5	POS_P3_C1	POS_P3_E3	POS_P3_E4	POS_P3_F3	POS_P3_F4	POS_P3_G3	POS_P3_G4	POS_P3_H3	POS_P3_H4
37	10	19	4	18	5	22	6	11	27	2	24	2
0	0	0	0	0	3	0	0	0	7	0	3	0
2	0	0	0	0	29	3	11	0	493	0	269	1
0	0	2	0	0	0	0	0	0	9	1	5	0
5	1	0	0	0	94	4	47	1	433	2	345	1
88	38	123	35	48	374	105	229	53	307	17	432	12
203	48	151	40	147	6142	165	2034	110	25226	91	20944	57
0	0	0	0	0	0	0	0	1	0	0	0	0
979	555	873	408	504	5134	1899	3026	852	6288	277	6855	161
313	196	303	140	186	217	528	202	258	499	113	568	63
11	1	7	5	3	3	11	0	8	68	0	12	1
12	0	9	3	9	1	17	0	8	1	0	0	3
35	11	31	7	13	3387	11	1020	7	6237	25	6070	8
1092	538	1017	394	567	8472	1736	3785	775	3257	259	4219	138
0	0	0	0	0	31	1	9	0	43	1	38	0
0	0	0	0	0	0	0	0	0	0	0	0	0
119	46	108	49	63	629	105	639	37	554	13	572	19
5	3	23	6	10	3	11	2	9	14	4	13	4
14	7	14	4	14	3	7	3	3	3	1	3	5
3	0	2	2	3	1	3	1	2	8	0	5	0
0	0	1	0	0	0	1	0	0	0	0	0	0
3	5	4	1	2	18	11	9	1	94	5	79	1
242	51	176	49	173	12779	193	5984	122	21289	103	18548	56
9	10	14	1	9	38	18	11	14	35	3	44	1
35	28	28	38	27	144	40	88	20	263	13	292	5
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
17	13	26	6	17	78	25	70	11	123	5	162	3
2	0	2	0	1	1	4	0	0	27	2	27	0
1	1	3	1	1	12	2	3	2	6	0	10	0
0	0	0	0	0	1	0	0	0	0	0	1	0
16	14	11	13	6	76	10	12	2	34	5	56	4
45	6	41	14	28	101	38	70	9	109	5	143	3
4	2	1	5	3	20	3	12	5	27	1	33	0
35	11	31	11	19	43	44	34	23	22	7	35	3
0	0	2	0	1	0	1	0	1	1	0	0	0
3	0	3	0	1	1	0	0	0	1	0	0	0
0	0	0	0	0	2	0	1	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0
13	6	15	3	9	120	17	42	10	96	2	115	2
0	1	0	0	0	1	0	1	0	0	0	1	0
0	0	0	0	0	0	0	0	0	1	0	0	0
27	16	14	11	19	17	35	6	13	9	13	23	0
1	0	0	2	1	2	0	2	0	1	0	3	0
2	1	0	0	1	0	3	0	0	0	0	0	0
18	6	25	1	13	17	15	0	8	17	5	21	3
18	5	8	2	8	37	8	24	10	31	4	47	0
3	0	5	1	2	0	4	0	1	0	0	0	1
0	0	0	1	0	0	0	0	0	0	0	0	0
130	76	149	76	77	2090	384	2049	142	2807	45	3538	22
5	3	3	0	4	242	4	100	1	204	3	277	1
59	16	59	10	25	904	662	1277	129	4039	28	4179	21
2	2	2	1	7	16	1	13	3	119	1	98	0
1	1	2	0	0	23	0	5	2	155	0	153	1
2	0	0	0	1	31	2	15	0	137	1	83	0
5	0	5	1	2	14	16	3	5	142	0	98	0
22	4	13	4	5	4	12	1	9	7	1	3	0
6	0	4	2	3	68	5	26	1	260	0	199	0
1	0	0	0	0	0	0	0	1	3	0	0	0
0	0	2	0	1	28	0	15	1	65	0	68	0
22	19	22	8	13	15	24	28	17	23	5	19	2
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	1	0	0	1	0	1	0	0	0	0	0	0
17	16	22	12	28	37	24	7	10	29	10	35	2
0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	5	0	6	10	0	7	7	0	5	0
0	0	0	1	0	0	0	0	1	2	0	2	0
0	0	0	0	0	1	0	0	0	0	0	2	0
18	27	17	11	22	82	39	19	29	92	8	101	8
18	18	24	9	20	69	50	51	32	55	4	55	2
0	0	0	0	0	0	0	0	0	0	0	0	1
21	8	11	9	11	106	27	22	11	54	1	87	1
6	0	8	0	5	6	3	1	2	4	1	13	0
4	1	1	0	1	0	2	0	5	2	0	0	0
54	31	58	21	59	149	84	41	45	125	17	144	7
5	3	5	1	4	22	15	21	3	27	2	20	3
84	34	77	43	55	112	98	41	69	91	28	113	11
41	34	37	24	13	314	87	108	35	203	11	217	6
82	66	168	58	85	432	253	342	125	204	28	194	15
0	0	0	0	0	1	0	0	0	0	0	0	0
34	17	41	6	28	180	37	35	22	147	8	159	3
18	12	13	3	10	35	24	6	11	39	6	32	2
92	37	75	23	42	476	138	145	67	268	24	294	11
21	16	33	13	12	159	40	58	27	97	9	148	5
10	4	6	1	6	60	12	9	6	37	3	47	2
21	15	23	8	25	87	39	57	19	65	4	99	4
136	48	109	32	65	917	169	183	79	358	21	427	11
4	3	9	1	4	32	3	16	3	25	0	21	0
92	17	97	14	68	289	107	45	38	231	14	249	10
24	28	31	23	21	54	53	34	23	40	6	37	6
10	8	8	6	5	8	10	5	7	10	2	24	3
4	1	0	1	2	0	1	0	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
22	5	16	3	15	23	25	3	5	17	5	18	2
9	7	15	6	5	48	6	18	8	44	4	57	2
0	2	1	1	2	135	2	15	3	46	1	47	1
61	49	67	33	48	212	115	161	66	132	21	161	7
1765	837	2438	677	1359	7066	3460	2438	1808	2691	577	3116	321
1	0	0	1	0	0	0	0	0	0	0	0	0
6	1	10	1	2	49	8	26	4	30	2	28	0
25	15	29	16	18	16	41	17	16	27	10	38	3
35	22	39	7	30	221	42	109	24	101	7	104	3
26	6	15	3	4	32	13	6	8	29	7	25	3
3	7	3	2	2	25	5	18	7	14	5	26	0
56	37	56	21	32	316	78	77	46	224	20	273	6
4	4	7	4	3	19	8	3	2	8	2	9	0
34	12	33	15	23	20	54	12	27	38	15	56	2
28	15	12	8	19	86	33	39	15	82	13	96	1
4	11	8	5	8	4	10	3	10	10	8	9	0
9	5	13	2	3	6	8	3	2	4	3	4	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	1	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	0
0	0	0	0	0	2	0	2	0	2	0	2	0
1	0	3	1	3	9	3	9	1	7	0	13	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
51	21	40	16	25	160	75	25	34	113	13	116	3
16	8	17	8	7	323	20	190	20	285	6	383	3
0	0	0	0	0	4	0	3	0	3	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0
3	6	7	1	1	4	2	6	3	10	0	3	0
24	10	23	6	10	118	60	28	26	64	21	94	4
28	10	19	12	23	263	49	220	31	189	9	234	6
164	74	231	43	143	2021	302	512	149	601	50	785	17
0	0	0	0	0	0	0	0	0	1	0	0	0
1	1	1	0	1	2	1	0	5	3	0	4	0
59	22	69	17	44	391	89	214	37	302	15	342	5
35	20	24	12	12	0	20	0	19	1	6	3	8
134	94	214	87	125	456	303	463	172	488	55	509	36
0	1	0	0	0	3	0	1	0	5	2	3	0
3	1	1	1	1	3	0	5	1	3	0	2	0
23	10	24	9	15	45	22	23	16	56	8	71	1
11	5	6	5	8	4	13	2	3	1	3	4	5
0	0	4	0	1	0	1	0	0	0	0	0	0
12	3	13	4	6	16	10	11	6	50	3	44	0
13	7	9	4	8	37	21	40	7	47	3	54	4
14	4	6	3	9	23	12	11	8	14	4	12	2
85	35	111	36	81	1013	112	352	52	599	31	698	12
5	3	1	1	4	31	10	14	1	42	0	45	0
23	7	23	12	17	342	50	78	19	98	6	139	1
0	0	0	0	0	0	0	0	0	0	0	0	0
13	4	8	4	9	38	14	19	9	22	0	26	0
0	1	2	2	3	5	2	1	5	8	2	9	1
4	0	2	0	1	4	7	3	4	5	1	7	0
0	0	0	0	0	0	0	0	0	0	0	0	0
10	8	25	11	12	31	32	27	17	29	5	40	3
0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	1	0
11	6	14	3	13	36	18	34	9	54	8	65	0
42	21	47	21	41	24	53	19	25	49	27	44	9
8	9	17	6	27	39	13	26	16	34	5	45	1
4	2	1	1	4	11	1	0	2	6	0	5	0
9	2	3	3	7	17	4	6	4	14	1	10	1
12	6	10	0	5	19	7	4	2	32	3	53	1
19	16	29	8	10	30	22	2	21	42	11	42	6
1	3	0	0	1	0	1	1	1	6	1	5	0
102	49	69	33	32	77	121	99	52	93	20	140	5
36	17	19	10	18	74	39	19	11	28	7	33	1
53	13	49	16	25	87	38	37	30	102	8	125	4
75	32	76	31	73	3	148	1	70	1	27	1	14
296	146	382	150	233	297	409	211	181	1053	97	1012	22
0	0	0	0	0	0	1	0	0	0	0	0	0
2	0	0	2	0	1	4	1	0	0	0	4	0
9	11	15	7	21	366	85	271	15	113	12	132	3
14	8	18	7	21	62	40	38	9	45	6	38	3
1	0	0	0	3	93	5	11	1	25	1	33	2
4	4	2	1	1	29	7	11	2	24	1	25	0
4	2	3	3	10	119	16	40	10	55	0	43	0
41	31	65	11	53	176	93	200	48	173	13	193	5
22	10	31	12	17	193	51	108	22	128	4	160	4
77	28	74	40	29	272	90	83	63	173	18	163	5
0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	15	1	5	15	6	7	3	12	2	12	1
6	1	17	0	4	65	9	13	9	54	3	72	2
0	0	1	0	2	0	0	1	0	0	0	0	0
2	0	1	0	1	0	0	0	1	0	0	0	0
0	0	2	0	1	0	0	1	0	3	0	1	0
34	20	47	10	15	115	39	16	27	86	9	103	8
22	9	14	3	8	38	19	12	5	34	2	54	1
15	3	4	1	4	20	8	5	1	16	1	20	0
0	0	1	1	1	0	2	0	0	1	0	2	0
3	3	1	1	1	0	3	0	0	0	1	2	0
9	7	13	4	7	4	20	3	16	8	7	6	0
1	3	7	3	1	7	2	4	0	12	0	6	0
415	219	572	206	258	2316	723	359	338	1012	130	1079	55
14	14	24	12	10	130	45	118	28	65	6	70	3
41	6	10	3	11	0	11	0	5	1	0	1	1
152	106	135	123	85	52	248	30	122	101	71	98	17
8	4	20	2	8	18	14	2	8	23	2	20	3
18	5	28	4	11	21	14	6	8	12	9	14	1
34	30	58	17	28	75	76	16	39	87	6	118	8
15	5	23	5	12	38	12	24	13	29	4	28	5
13	6	16	5	7	15	8	7	5	17	2	31	1
13	5	8	2	10	68	23	14	5	37	2	53	1
95	54	98	43	110	193	113	67	59	163	35	192	18
20	19	27	25	19	79	33	52	22	72	14	86	4
0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	0	0	1	3	3	1	0	2	0	6	0
0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	5	1	1	74	5	76	2	73	1	82	0
44	20	56	18	29	48	61	47	27	56	12	81	4
4	30	14	22	9	4	23	0	15	10	2	8	1
1	1	3	1	0	46	3	19	6	16	0	19	1
0	0	1	0	1	100	11	13	3	35	0	28	1
28	10	31	11	19	168	49	75	18	84	20	85	2
18	11	20	9	14	42	28	16	22	45	4	60	4
6	9	12	6	1	40	19	31	12	28	3	26	3
38	31	22	16	15	51	59	16	18	93	6	118	0
26	22	15	16	10	312	46	66	19	75	10	135	2
2	0	0	0	0	1	0	0	1	0	0	0	0
12	10	15	8	5	93	15	37	7	62	2	97	3
8	5	8	4	3	16	10	11	5	3	1	10	0
0	0	1	0	0	5	0	0	1	3	0	4	1
188	36	103	31	94	17	95	19	68	25	21	19	19
96	47	123	41	83	8	174	11	86	70	40	76	11
49	23	66	23	34	40	71	24	43	42	14	58	6
3	0	2	0	1	11	4	12	2	25	2	22	2
14	4	11	5	9	14	15	2	9	15	4	26	5
13	5	16	6	6	23	15	5	14	19	6	20	0
0	0	1	1	0	7	0	3	0	1	0	3	1
0	0	0	0	0	19	1	3	0	2	0	4	0
155	111	169	92	93	1289	313	436	137	1132	31	1165	18
120	44	119	55	97	636	273	548	137	558	34	548	22
170	125	214	99	111	1527	387	1180	158	1298	56	1452	42
210	135	249	107	135	2587	522	1315	224	1200	60	1205	43
443	309	685	253	299	2879	1032	2142	516	3328	121	3251	81
376	224	449	174	249	2682	802	1360	402	2395	108	2451	74
287	229	350	111	177	1875	576	1088	333	1638	69	1498	58
587	429	808	336	384	4518	1411	2787	646	4826	205	5065	127
15	23	14	9	7	2	11	0	6	2	2	6	5
275	211	374	131	211	2103	652	597	336	1841	98	1751	65
554	322	672	202	330	1356	961	549	545	1801	157	1912	87
321	180	372	131	166	1679	557	1185	289	1564	92	1699	51
120	98	161	80	95	951	292	545	120	655	46	790	20
90	43	79	29	65	557	146	328	46	300	16	337	10
103	64	141	61	70	1267	275	870	124	909	40	971	20
8	6	28	8	12	68	23	31	10	77	4	65	2
50	20	40	17	16	433	68	147	42	231	10	232	6
31	28	30	23	15	107	54	60	32	102	8	154	4
23	17	30	9	15	309	59	55	27	167	7	195	9
10	12	17	5	8	160	30	59	12	118	4	98	0
7	2	3	2	2	34	19	19	7	20	0	22	0
25	18	26	13	21	132	51	68	17	84	9	136	4
314	190	445	120	216	1147	596	936	292	892	74	969	42
532	362	657	235	331	1785	1107	1151	518	1672	172	1680	85
148	102	177	62	61	831	314	546	144	565	37	662	18
191	90	225	71	108	786	342	381	163	656	45	759	19
336	267	441	173	242	2199	728	1700	338	1878	97	1977	58
257	147	330	119	191	1509	592	655	313	1248	69	1343	47
226	136	245	95	138	2056	518	1201	195	1416	60	1410	36
211	125	261	95	144	1285	423	1120	220	1191	61	1181	32
216	144	284	96	177	1922	501	1260	269	1356	70	1456	33
461	281	535	248	274	2833	977	1653	418	2442	122	2688	85
281	191	343	122	201	2112	706	1249	310	1919	96	1946	66
311	173	328	143	319	1793	578	871	327	1128	105	1352	68
48	21	60	18	31	352	85	89	35	320	11	327	3
140	65	150	57	117	789	320	475	122	613	41	967	17
68	52	105	29	43	371	143	199	89	387	17	379	14
93	52	98	42	72	826	162	237	83	651	18	755	11
21	16	24	16	16	162	50	82	32	145	4	161	1
193	86	177	69	111	1696	494	722	167	1089	33	1196	15
215	163	351	119	163	1669	529	1033	280	1142	75	1255	40
199	155	338	149	161	1205	582	1045	262	895	80	943	46
142	98	192	70	121	628	349	523	141	561	48	541	22
243	187	368	115	206	1268	640	639	274	1258	82	1262	50
266	212	361	147	192	874	696	592	331	978	70	1088	38
78	22	39	17	17	23	18	8	25	44	16	59	3
31	6	11	8	13	487	28	71	15	1232	5	1047	6
1	1	2	0	0	3	0	2	0	1	0	1	0
1	0	0	0	0	0	0	0	0	2	1	4	0
0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	0	0	0	0	1	1	0	0	1	0	0
15	10	13	8	4	70	19	26	12	83	1	76	2
27	21	33	10	15	123	52	115	30	99	8	103	7
12	6	11	10	11	84	18	20	4	39	3	44	1
1016	343	784	300	743	2593	1309	871	650	1868	275	2235	74
46	31	48	20	39	19	57	6	38	19	11	38	6
263	186	314	117	153	3009	540	576	327	1459	104	1689	39
3	6	7	3	8	24	2	4	4	2	0	8	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	20	0	0	0	0	0	0	0
0	0	1	0	0	48	0	2	0	10	0	6	0
0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	1	2	0	3	0	2	0
1	1	0	0	0	1	1	0	1	0	1	0	0
0	0	0	1	1	22	8	5	1	9	0	11	0
9	6	11	2	8	24	31	4	7	6	2	14	4
0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	1	0	1	0	0	0	0	0
2	0	0	1	4	48	4	21	1	25	0	23	1
3	0	3	2	2	2	5	6	2	5	2	10	0
2	2	0	0	0	3	0	1	6	1	0	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0
13	5	16	4	6	109	14	41	8	49	5	67	1
25	9	19	6	25	41	26	17	7	61	7	61	1
4	0	7	1	3	20	8	13	2	16	1	16	0
36	19	31	11	20	42	37	23	24	57	8	86	2
30	19	44	18	17	75	62	53	29	53	4	64	6
91	46	69	45	39	171	97	82	65	117	15	143	13
29	20	37	11	19	120	43	95	16	105	6	120	2
67	54	107	43	41	349	140	263	83	219	20	257	12
0	1	0	0	0	0	0	0	1	1	0	0	0
0	0	0	0	0	2	0	0	0	1	0	0	0
44	31	53	24	35	145	69	39	33	133	13	165	5
53	47	70	37	33	121	102	72	50	103	16	124	16
23	15	17	11	18	25	28	21	20	44	10	62	4
1	2	3	1	0	0	2	0	0	1	0	2	0
25	11	11	4	9	372	14	227	4	415	2	589	1
0	0	0	0	0	3	0	2	0	4	0	0	0
26	11	20	4	17	140	32	38	19	132	5	152	1
1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8	2	0	0	2	0	6	0
6	4	11	2	1	12	10	6	6	26	0	26	1
0	0	4	0	0	0	3	1	1	0	0	4	0
18	8	18	12	3	82	20	80	16	80	3	114	1
0	0	0	0	0	0	0	0	0	0	0	0	0
6	4	17	2	10	20	18	15	11	103	1	104	1
3	2	0	2	2	1	6	0	2	2	0	2	0
7	6	5	0	3	31	10	20	2	37	1	26	0
0	0	0	0	2	0	0	1	0	1	0	1	0
14	8	8	7	7	28	12	10	7	23	1	16	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
93	20	40	24	26	491	117	67	30	529	18	502	3
37	18	20	12	25	48	34	12	21	58	8	77	3
17	20	33	14	16	49	43	43	22	47	4	59	1
3	0	0	0	1	0	1	0	0	0	0	0	0
1	0	0	0	2	0	0	0	0	0	0	0	0
18	12	20	10	16	25	27	6	9	44	8	49	4
12	6	11	5	11	9	11	4	9	10	4	18	2
11	1	3	4	3	0	11	0	2	0	3	3	1
2	0	2	0	3	10	4	5	2	2	1	7	0
11	7	16	3	8	25	11	10	7	22	5	44	1
1	1	0	1	1	1	0	2	2	6	1	11	1
0	0	0	0	0	0	0	0	0	0	0	1	0
42	14	57	14	34	111	57	78	22	261	9	345	5
79	34	85	37	49	231	83	82	64	241	30	298	16
0	0	1	0	0	0	1	0	0	0	0	0	0
725	440	660	414	481	95	1026	62	589	113	279	117	80
256	129	183	74	191	24	207	4	134	15	49	10	21
123	73	123	86	112	260	253	203	124	151	51	211	30
15	11	15	3	11	17	15	7	11	28	0	35	0
68	30	88	48	58	39	99	19	53	43	31	46	10
33	13	33	8	15	45	28	23	12	51	7	68	2
7	4	5	1	3	16	19	9	5	17	3	20	6
81	45	130	44	117	60	141	54	62	67	14	79	16
11	16	14	9	20	38	35	28	18	41	5	41	6
0	0	0	0	0	0	1	0	0	0	0	0	0
4	0	1	0	2	1	6	2	4	4	0	4	0
2	1	5	3	2	13	5	5	3	10	2	10	1
16	11	16	12	22	6	24	2	10	4	1	8	4
8	8	9	2	11	23	21	18	11	26	2	27	3
11	24	30	10	18	61	52	56	22	100	2	113	2
78	43	94	33	54	480	155	186	79	318	23	397	14
19	12	33	14	16	59	25	27	14	49	14	53	3
11	4	2	2	7	12	6	1	6	11	2	15	2
9	2	8	4	3	17	5	4	1	11	0	9	0
37	12	40	20	26	129	55	48	25	92	11	80	1
43	35	55	32	34	158	103	112	53	101	21	127	7
0	0	0	1	0	0	2	0	1	0	0	0	0
96	69	113	42	72	432	179	72	100	236	36	298	22
0	0	1	0	0	1	1	1	0	1	0	1	0
3	0	4	0	2	83	2	60	1	5	0	12	0
8	6	22	0	6	2	16	1	10	12	2	4	1
51	42	43	18	35	564	121	169	60	269	28	340	7
22	16	28	15	8	28	21	3	10	30	9	34	0
0	0	2	0	0	0	0	0	0	0	0	0	0
26	23	43	17	29	174	74	36	28	105	12	128	2
4	4	6	0	3	15	13	23	5	11	1	7	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	1	2	0
10	2	4	1	3	1	3	1	2	4	0	0	0
7	1	10	4	3	28	11	22	6	30	2	51	1
0	0	1	2	3	5	1	1	0	2	0	4	0
2	0	0	0	0	17	0	5	1	12	0	16	0
255	244	697	204	275	3436	1069	1765	532	1733	91	1904	42
220	165	292	109	160	1373	526	545	243	780	52	867	22
0	0	0	1	1	0	0	0	0	0	0	0	0
2	0	1	3	0	23	3	7	2	6	0	12	0
1	1	3	0	2	1	1	0	0	0	1	1	1
0	0	2	0	0	0	0	0	0	0	0	0	0
18	13	11	13	13	61	28	33	11	62	3	82	1
13	11	16	4	14	82	15	26	9	51	3	97	5
8	3	4	8	4	20	16	20	6	50	3	103	0
8	7	17	6	12	132	36	65	11	60	5	89	0
3	2	9	3	3	11	4	4	5	11	1	14	1
15	8	15	6	6	65	16	9	11	26	4	35	2
10	6	19	7	8	61	16	31	12	86	3	74	4
0	0	0	0	0	0	0	1	0	0	0	0	0
3	1	5	0	0	14	4	11	3	12	1	16	0
151	101	179	54	72	2131	259	1122	157	1685	35	2168	16
2	2	3	0	1	5	4	0	0	5	0	7	0
5	1	3	2	2	35	6	5	0	25	1	25	0
0	0	1	0	0	3	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	1	0
1	2	0	0	0	8	0	2	0	2	1	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
150	64	89	40	108	224	156	39	72	215	48	201	5
6	8	8	5	5	14	17	32	9	18	5	39	2
0	0	0	0	0	0	0	0	0	0	0	0	0
25	16	27	8	15	151	44	63	21	109	3	112	5
77	67	93	37	63	206	115	161	64	352	42	393	14
8	3	6	2	4	26	16	13	4	19	2	19	2
47	21	61	13	28	311	75	126	36	181	12	240	5
3	4	8	0	5	32	14	12	7	34	3	54	1
1	0	1	0	0	0	4	0	1	1	1	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	2	0	1	0	0	0	1	0	0
25	20	23	15	17	92	35	19	13	72	12	99	5
18	17	28	13	19	40	35	10	19	34	13	37	1
0	0	1	0	0	0	0	2	0	4	0	2	0
0	0	1	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	0	0
20	8	11	3	10	45	21	13	6	43	2	58	1
0	0	0	0	0	4	0	1	0	4	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	8	0	2	8	2	4	4	10	0	5	0
55	19	18	17	10	53	37	17	21	61	15	77	6
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
12	6	8	5	4	23	14	15	7	5	2	11	2
1	0	0	0	1	1	0	0	0	0	0	0	0
13	7	20	8	10	6	20	7	5	20	8	35	1
1	1	0	1	0	0	1	0	0	0	0	0	0
7	2	14	3	6	43	8	8	1	35	0	44	0
22	10	16	10	17	152	31	71	15	67	10	91	1
0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0	0	0	1	0
1	0	1	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	0	3	0	0	1	0	2	0
0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	2	1	1	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	1	1	1	2	2	5	1	2	1
0	0	0	0	0	0	1	1	2	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	4	4	3	2	4	3	2	2	2	14	0
2	3	1	1	3	11	6	12	2	8	0	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0
58	23	58	12	25	504	97	81	22	216	9	259	6
139	93	228	70	119	4495	414	2103	182	2103	48	2198	30
912	484	1362	321	721	9395	1929	6214	916	5193	260	5511	120
65	44	97	23	43	33	134	29	71	28	20	36	9
22	9	24	9	16	555	46	379	21	262	8	346	1
4	1	2	1	1	12	4	3	4	14	0	10	0
21	14	24	3	9	118	33	89	18	75	4	101	2
4	2	2	4	4	75	9	32	7	52	2	67	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
30	20	26	6	23	8	54	2	32	3	5	2	4
0	0	2	0	1	16	7	16	3	14	1	20	1
4	0	5	1	1	55	3	24	3	23	3	22	0
3	2	3	2	5	9	11	4	2	12	3	11	1
5	5	12	5	10	88	26	51	14	27	2	41	2
27	18	28	16	12	233	39	149	15	181	9	310	4
7	1	4	0	2	75	2	70	0	222	1	196	0
0	0	0	0	0	0	0	0	0	0	0	0	0
40	25	43	15	33	249	59	170	40	178	20	261	5
1	2	4	0	2	33	6	5	3	13	0	11	1
0	0	0	0	0	4	0	0	0	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	2	0	4	18	2	41	0	119	0	69	0
20	7	8	10	12	50	16	15	9	83	4	55	4
6	4	10	5	7	60	20	28	8	78	1	50	0
11	3	14	5	10	31	16	17	12	27	2	27	1
51	22	83	30	43	223	110	90	38	120	17	117	4
0	0	0	0	0	0	0	2	0	0	0	1	0
3	3	3	2	5	22	8	13	3	14	2	15	0
14	6	13	11	12	42	36	15	8	27	8	26	4
9	13	22	11	9	118	52	88	26	68	3	70	0
9	3	6	4	3	4	9	4	5	4	3	2	2
1	0	1	0	0	3	1	1	0	1	0	4	0
0	0	0	0	0	0	0	0	0	2	0	1	1
0	0	0	0	0	3	0	5	0	19	0	12	0
15	6	21	4	10	159	18	84	9	78	1	81	1
30	16	33	16	18	180	63	64	36	96	11	114	5
34	39	67	36	49	249	148	133	69	144	14	140	7
6	2	6	4	2	7	17	9	9	19	4	15	1
6	1	3	0	3	8	3	4	2	4	0	5	0
10	5	17	8	9	44	12	29	10	24	6	39	2
193	146	186	98	133	803	429	150	145	441	52	513	28
23	3	31	5	16	68	20	18	9	53	6	46	4
13	6	13	5	10	67	11	33	7	43	4	51	1
57	23	75	23	39	347	110	151	40	160	16	200	6
10	7	12	2	6	31	13	4	5	20	1	20	2
32	10	32	7	25	56	44	58	14	77	3	88	1
163	90	201	61	113	843	335	428	175	462	56	508	12
244	158	430	159	166	1638	661	917	337	1422	103	1639	54
60	21	60	27	51	270	99	88	32	182	26	208	4
64	38	89	25	40	428	154	184	49	191	21	234	18
30	14	53	6	34	283	47	175	21	130	5	130	2
