"","batch","well","treatment","sample","genes_detected","genes_detected_zscore","genes_detected_pval","genes_detected_padj","counts"
"M2B_T384s1_F7","M2B","F7","F7","M2B_T384s1_F7",10374,0.235382055531108,0.81391221247069,0.994975217358688,262197
"M2B_T384s1_F8","M2B","F8","F8","M2B_T384s1_F8",11608,0.781360900672897,0.434590260594884,0.994975217358688,466293
"M2B_T384s1_F9","M2B","F9","F9","M2B_T384s1_F9",10334,0.21768419993494,0.827675175104928,0.994975217358688,219048
"M2B_T384s1_F10","M2B","F10","F10","M2B_T384s1_F10",11024,0.522972208968841,0.60099359303988,0.994975217358688,340175
"M2B_T384s1_F11","M2B","F11","F11","M2B_T384s1_F11",10331,0.216356860765227,0.828709589987637,0.994975217358688,219976
"M2B_T384s1_F12","M2B","F12","F12","M2B_T384s1_F12",10862,0.45129589380436,0.651776303921817,0.994975217358688,286036
"M2B_T384s1_F13","M2B","F13","F13","M2B_T384s1_F13",11140,0.574295990197729,0.565767522147986,0.994975217358688,339945
"M2B_T384s1_F14","M2B","F14","F14","M2B_T384s1_F14",10022,0.0796409262848275,0.936522844108601,0.994975217358688,184206
"M2B_T384s1_F15","M2B","F15","F15","M2B_T384s1_F15",11347,0.6658823929079,0.505486275433189,0.994975217358688,391786
"M2B_T384s1_F16","M2B","F16","F16","M2B_T384s1_F16",10072,0.101763245780038,0.918944599769491,0.994975217358688,206149
"M2B_T384s1_F17","M2B","F17","F17","M2B_T384s1_F17",10316,0.209720164916664,0.833886086186429,0.994975217358688,195911
"M2B_T384s1_F18","M2B","F18","F18","M2B_T384s1_F18",10228,0.170784882605094,0.864392916362927,0.994975217358688,190462
"M2B_T384s1_F19","M2B","F19","F19","M2B_T384s1_F19",10345,0.222551110223886,0.823884890479426,0.994975217358688,184511
"M2B_T384s1_F20","M2B","F20","F20","M2B_T384s1_F20",9544,-0.131848448089383,0.895104164989459,0.994975217358688,139933
"M2B_T384s1_F21","M2B","F21","F21","M2B_T384s1_F21",10022,0.0796409262848275,0.936522844108601,0.994975217358688,186013
"M2B_T384s1_F22","M2B","F22","F22","M2B_T384s1_F22",9978,0.0601732851290424,0.952017622527765,0.994975217358688,168859
"M2B_T384s1_F23","M2B","F23","P7NG# 14 D20 SF GFP +","M2B_T384s1_F23",4817,-2.22329253316656,0.0261960806886521,0.412755200117408,17265
"M2B_T384s1_F24","M2B","F24","P7NG# 10 D20 SF GFP +","M2B_T384s1_F24",3789,-2.67812742198809,0.00740350475500492,0.293764263161503,11482
"M2B_T384s1_G1","M2B","G1","P7NG#6","M2B_T384s1_G1",6081,-1.66404029632765,0.0961043768527496,0.858234435150136,41552
"M2B_T384s1_G2","M2B","G2","AdMyoD","M2B_T384s1_G2",13076,1.43087220105227,0.152466845511841,0.994975217358688,1224854
"M2B_T384s1_G3","M2B","G3","G3","M2B_T384s1_G3",11918,0.918519281543201,0.358347069129767,0.994975217358688,485897
"M2B_T384s1_G4","M2B","G4","G4","M2B_T384s1_G4",11625,0.788882489301269,0.430180691055399,0.994975217358688,431788
"M2B_T384s1_G5","M2B","G5","G5","M2B_T384s1_G5",9721,-0.0535354370763384,0.957305296417287,0.994975217358688,168142
"M2B_T384s1_G6","M2B","G6","G6","M2B_T384s1_G6",10784,0.416785075391832,0.676835619879147,0.994975217358688,287582
"M2B_T384s1_G7","M2B","G7","G7","M2B_T384s1_G7",10128,0.126540243614673,0.899304295257986,0.994975217358688,217419
"M2B_T384s1_G8","M2B","G8","G8","M2B_T384s1_G8",10714,0.385813828098538,0.699634553393769,0.994975217358688,240793
"M2B_T384s1_G9","M2B","G9","G9","M2B_T384s1_G9",10329,0.215471967985419,0.829399365074918,0.994975217358688,211717
"M2B_T384s1_G10","M2B","G10","G10","M2B_T384s1_G10",11198,0.599957880812173,0.548534306154107,0.994975217358688,364249
"M2B_T384s1_G11","M2B","G11","G11","M2B_T384s1_G11",10489,0.286263390370091,0.774676395582715,0.994975217358688,229084
"M2B_T384s1_G12","M2B","G12","G12","M2B_T384s1_G12",9627,-0.0951253977273337,0.924215225076216,0.994975217358688,150439
"M2B_T384s1_G13","M2B","G13","G13","M2B_T384s1_G13",10920,0.476957784418804,0.633392183087385,0.994975217358688,288086
"M2B_T384s1_G14","M2B","G14","G14","M2B_T384s1_G14",9424,-0.184942014877887,0.853274516269277,0.994975217358688,137592
"M2B_T384s1_G15","M2B","G15","G15","M2B_T384s1_G15",11154,0.580490239656388,0.56158406684726,0.994975217358688,429403
"M2B_T384s1_G16","M2B","G16","G16","M2B_T384s1_G16",10205,0.160608615637297,0.872401668701231,0.994975217358688,202170
"M2B_T384s1_G17","M2B","G17","G17","M2B_T384s1_G17",9523,-0.141139822277371,0.887759484884396,0.994975217358688,139490
"M2B_T384s1_G18","M2B","G18","G18","M2B_T384s1_G18",10292,0.199101451558963,0.842183385781838,0.994975217358688,196804
"M2B_T384s1_G19","M2B","G19","G19","M2B_T384s1_G19",10065,0.0986661210507083,0.921403369056028,0.994975217358688,163359
"M2B_T384s1_G20","M2B","G20","G20","M2B_T384s1_G20",9607,-0.103974325525418,0.917189723380061,0.994975217358688,152834
"M2B_T384s1_G21","M2B","G21","G21","M2B_T384s1_G21",11442,0.707914799948799,0.478998168351987,0.994975217358688,351044
"M2B_T384s1_G22","M2B","G22","G22","M2B_T384s1_G22",10832,0.438022502107234,0.6613699715978,0.994975217358688,281555
"M2B_T384s1_G23","M2B","G23","P7NG# 5 D20 SF GFP -","M2B_T384s1_G23",7351,-1.10213338114931,0.270403688953623,0.994975217358688,55215
"M2B_T384s1_G24","M2B","G24","P7NG# 8 D30 GFP -","M2B_T384s1_G24",5308,-2.0060513557236,0.0448507690361866,0.529929086458328,26526
"M2B_T384s1_H1","M2B","H1","P7NG#8","M2B_T384s1_H1",6897,-1.30300404216581,0.19257338156715,0.994975217358688,47383
"M2B_T384s1_H2","M2B","H2","AdMyoD","M2B_T384s1_H2",13024,1.40786498877725,0.159171052002822,0.994975217358688,1262968
"M2B_T384s1_H3","M2B","H3","H3","M2B_T384s1_H3",11166,0.585799596335239,0.558010195033817,0.994975217358688,388296
"M2B_T384s1_H4","M2B","H4","H4","M2B_T384s1_H4",11844,0.88577824869029,0.375737033064457,0.994975217358688,562920
"M2B_T384s1_H5","M2B","H5","H5","M2B_T384s1_H5",10183,0.150874795059405,0.880074483488389,0.994975217358688,195466
"M2B_T384s1_H6","M2B","H6","H6","M2B_T384s1_H6",10899,0.467666410230816,0.640023165414359,0.994975217358688,278956
"M2B_T384s1_H7","M2B","H7","H7","M2B_T384s1_H7",10460,0.273432445062869,0.784520815134801,0.994975217358688,244152
"M2B_T384s1_H8","M2B","H8","H8","M2B_T384s1_H8",10354,0.226533127733024,0.820786796611417,0.994975217358688,224240
"M2B_T384s1_H9","M2B","H9","H9","M2B_T384s1_H9",11678,0.812332147966192,0.416601068591917,0.994975217358688,662215
"M2B_T384s1_H10","M2B","H10","H10","M2B_T384s1_H10",11571,0.764990384246442,0.444277270540865,0.994975217358688,441619
"M2B_T384s1_H11","M2B","H11","H11","M2B_T384s1_H11",10702,0.380504471419687,0.703570978009457,0.994975217358688,321732
"M2B_T384s1_H12","M2B","H12","H12","M2B_T384s1_H12",10748,0.400857005355281,0.688525406070984,0.994975217358688,263743
"M2B_T384s1_H13","M2B","H13","H13","M2B_T384s1_H13",10066,0.0991085674406125,0.921052069747762,0.994975217358688,189897
"M2B_T384s1_H14","M2B","H14","H14","M2B_T384s1_H14",11411,0.694198961861769,0.487557443572262,0.994975217358688,374625
"M2B_T384s1_H15","M2B","H15","H15","M2B_T384s1_H15",10012,0.0752164623857854,0.940042486367998,0.994975217358688,195999
"M2B_T384s1_H16","M2B","H16","H16","M2B_T384s1_H16",9902,0.0265473594963228,0.978820759478713,0.996709008282428,175686
"M2B_T384s1_H17","M2B","H17","H17","M2B_T384s1_H17",11087,0.550846331532806,0.581739020331586,0.994975217358688,302827
"M2B_T384s1_H18","M2B","H18","H18","M2B_T384s1_H18",10533,0.305731031525876,0.759809444153522,0.994975217358688,252907
"M2B_T384s1_H19","M2B","H19","H19","M2B_T384s1_H19",11716,0.829145110782552,0.407022300047521,0.994975217358688,386257
"M2B_T384s1_H20","M2B","H20","H20","M2B_T384s1_H20",9213,-0.278298203147675,0.780783455339176,0.994975217358688,116063
"M2B_T384s1_H21","M2B","H21","H21","M2B_T384s1_H21",10714,0.385813828098538,0.699634553393769,0.994975217358688,286742
"M2B_T384s1_H22","M2B","H22","H22","M2B_T384s1_H22",11541,0.751716992549316,0.452221269350156,0.994975217358688,339276
"M2B_T384s1_H23","M2B","H23","P7NG# 5 D20 SF GFP +","M2B_T384s1_H23",7254,-1.14505068097001,0.252188163775809,0.994975217358688,46523
"M2B_T384s1_H24","M2B","H24","P7NG# 8 D30 GFP +","M2B_T384s1_H24",4716,-2.26797961854689,0.0233304489523624,0.412602152343613,21122
"M2B_T384s1_I1","M2B","I1","P7NG#9","M2B_T384s1_I1",4681,-2.28346524219353,0.0224029779985639,0.409654454830882,19167
"M2B_T384s1_I2","M2B","I2","5D Inj TA 2","M2B_T384s1_I2",4107,-2.53742946999855,0.0111669867062038,0.355383709765324,13428
"M2B_T384s1_I3","M2B","I3","I3","M2B_T384s1_I3",10520,0.299979228457122,0.764192999698184,0.994975217358688,264509
"M2B_T384s1_I4","M2B","I4","I4","M2B_T384s1_I4",9131,-0.31457880711982,0.753081472264508,0.994975217358688,121298
"M2B_T384s1_I5","M2B","I5","I5","M2B_T384s1_I5",9469,-0.165031927332198,0.868918852216627,0.994975217358688,138916
"M2B_T384s1_I6","M2B","I6","I6","M2B_T384s1_I6",9471,-0.16414703455239,0.869615395720459,0.994975217358688,142770
"M2B_T384s1_I7","M2B","I7","I7","M2B_T384s1_I7",9267,-0.254406098092848,0.799181840321891,0.994975217358688,127674
"M2B_T384s1_I8","M2B","I8","I8","M2B_T384s1_I8",10148,0.135389171412757,0.8923041852645,0.994975217358688,182233
"M2B_T384s1_I9","M2B","I9","I9","M2B_T384s1_I9",10257,0.183615827912316,0.854314845361187,0.994975217358688,259726
"M2B_T384s1_I10","M2B","I10","I10","M2B_T384s1_I10",9828,-0.00619367335658842,0.995058195250057,0.996709008282428,165009
"M2B_T384s1_I11","M2B","I11","I11","M2B_T384s1_I11",10245,0.178306471233465,0.85848229694325,0.994975217358688,205930
"M2B_T384s1_I12","M2B","I12","I12","M2B_T384s1_I12",10307,0.205738147407526,0.836995458622308,0.994975217358688,280293
"M2B_T384s1_I13","M2B","I13","I13","M2B_T384s1_I13",8828,-0.448640063260794,0.653691328104001,0.994975217358688,99245
"M2B_T384s1_I14","M2B","I14","I14","M2B_T384s1_I14",10505,0.293342532608559,0.769260346468113,0.994975217358688,278300
"M2B_T384s1_I15","M2B","I15","I15","M2B_T384s1_I15",10016,0.0769862479454022,0.938634485046973,0.994975217358688,232579
"M2B_T384s1_I16","M2B","I16","I16","M2B_T384s1_I16",10515,0.297766996507601,0.765881005495798,0.994975217358688,230457
"M2B_T384s1_I17","M2B","I17","I17","M2B_T384s1_I17",8666,-0.520316378425275,0.602843082210684,0.994975217358688,103612
"M2B_T384s1_I18","M2B","I18","I18","M2B_T384s1_I18",9558,-0.125654198630724,0.900005658606682,0.994975217358688,123167
"M2B_T384s1_I19","M2B","I19","I19","M2B_T384s1_I19",8739,-0.488017791962268,0.625537238774359,0.994975217358688,93847
"M2B_T384s1_I20","M2B","I20","I20","M2B_T384s1_I20",10959,0.494213193625068,0.62115562293364,0.994975217358688,279505
"M2B_T384s1_I21","M2B","I21","I21","M2B_T384s1_I21",9126,-0.316791039069341,0.751402164075701,0.994975217358688,104234
"M2B_T384s1_I22","M2B","I22","I22","M2B_T384s1_I22",9277,-0.249981634193806,0.802601551610147,0.994975217358688,121512
"M2B_T384s1_I23","M2B","I23","DMSO","M2B_T384s1_I23",11234,0.615885950848725,0.537969794584152,0.994975217358688,400490
"M2B_T384s1_I24","M2B","I24","P7NG# 13 D30 GFP -","M2B_T384s1_I24",5556,-1.89632465102735,0.0579171285688586,0.624045662515162,25496
"M2B_T384s1_J1","M2B","J1","P7NG#10","M2B_T384s1_J1",4949,-2.16488960969921,0.0303961401024155,0.412755200117408,21261
"M2B_T384s1_J2","M2B","J2","5D Inj TA 3","M2B_T384s1_J2",5760,-1.8060655874869,0.0709080953194317,0.721834938546692,27811
"M2B_T384s1_J3","M2B","J3","J3","M2B_T384s1_J3",10615,0.342011635498021,0.732342135855219,0.994975217358688,266001
"M2B_T384s1_J4","M2B","J4","J4","M2B_T384s1_J4",10618,0.343338974667734,0.731343463259193,0.994975217358688,249416
"M2B_T384s1_J5","M2B","J5","J5","M2B_T384s1_J5",9880,0.0168135389184303,0.986585368929229,0.996709008282428,224013
"M2B_T384s1_J6","M2B","J6","J6","M2B_T384s1_J6",11145,0.57650822214725,0.564271713956834,0.994975217358688,421668
"M2B_T384s1_J7","M2B","J7","J7","M2B_T384s1_J7",10171,0.145565438380554,0.884264453481092,0.994975217358688,186341
"M2B_T384s1_J8","M2B","J8","J8","M2B_T384s1_J8",10253,0.181846042352699,0.855703550294753,0.994975217358688,195781
"M2B_T384s1_J9","M2B","J9","J9","M2B_T384s1_J9",10141,0.132292046683428,0.89475329791369,0.994975217358688,209362
"M2B_T384s1_J10","M2B","J10","J10","M2B_T384s1_J10",10635,0.350860563296105,0.725692958841148,0.994975217358688,233145
"M2B_T384s1_J11","M2B","J11","J11","M2B_T384s1_J11",9954,0.0495545717713415,0.960477348597986,0.994975217358688,163980
"M2B_T384s1_J12","M2B","J12","J12","M2B_T384s1_J12",10407,0.249982786397947,0.802600660564974,0.994975217358688,213814
"M2B_T384s1_J13","M2B","J13","J13","M2B_T384s1_J13",8983,-0.380060872825642,0.703900229303547,0.994975217358688,114080
"M2B_T384s1_J14","M2B","J14","J14","M2B_T384s1_J14",10735,0.395105202286526,0.692765249708211,0.994975217358688,248592
"M2B_T384s1_J15","M2B","J15","J15","M2B_T384s1_J15",10047,0.0907020860324326,0.927729313051913,0.994975217358688,211221
"M2B_T384s1_J16","M2B","J16","J16","M2B_T384s1_J16",9790,-0.0230066361729482,0.981644979450846,0.996709008282428,164400
"M2B_T384s1_J17","M2B","J17","J17","M2B_T384s1_J17",7581,-1.00037071147134,0.317131138469608,0.994975217358688,60308
"M2B_T384s1_J18","M2B","J18","J18","M2B_T384s1_J18",8265,-0.697737380776862,0.485341446331289,0.994975217358688,75199
"M2B_T384s1_J19","M2B","J19","J19","M2B_T384s1_J19",8530,-0.580489087452247,0.561584843626781,0.994975217358688,83104
"M2B_T384s1_J20","M2B","J20","J20","M2B_T384s1_J20",10604,0.337144725209075,0.736007803190622,0.994975217358688,225913
"M2B_T384s1_J21","M2B","J21","J21","M2B_T384s1_J21",8885,-0.423420619036254,0.671988403800688,0.994975217358688,110578
"M2B_T384s1_J22","M2B","J22","J22","M2B_T384s1_J22",9976,0.059288392349234,0.952722406415224,0.994975217358688,161067
"M2B_T384s1_J23","M2B","J23","DMSO","M2B_T384s1_J23",12767,1.29415626657187,0.19561144948307,0.994975217358688,1134769
"M2B_T384s1_J24","M2B","J24","P7NG# 13 D30 GFP +","M2B_T384s1_J24",5566,-1.89190018712831,0.0585042808607965,0.624045662515162,25559
"M2B_T384s1_K1","M2B","K1","P7NG#13","M2B_T384s1_K1",6712,-1.38485662429809,0.166096312505979,0.994975217358688,44852
"M2B_T384s1_K2","M2B","K2","P7NG#5 GFP High","M2B_T384s1_K2",5912,-1.73881373622146,0.0820675316280596,0.750331717742259,33348
"M2B_T384s1_K3","M2B","K3","K3","M2B_T384s1_K3",10594,0.332720261310033,0.739345453816428,0.994975217358688,237276
"M2B_T384s1_K4","M2B","K4","K4","M2B_T384s1_K4",10043,0.0889323004728158,0.929135713181778,0.994975217358688,180454
"M2B_T384s1_K5","M2B","K5","K5","M2B_T384s1_K5",9503,-0.149988750075455,0.880773490992418,0.994975217358688,154444
"M2B_T384s1_K6","M2B","K6","K6","M2B_T384s1_K6",9022,-0.362805463619378,0.716750210204687,0.994975217358688,116494
"M2B_T384s1_K7","M2B","K7","K7","M2B_T384s1_K7",11241,0.618983075578054,0.535927508345787,0.994975217358688,330641
"M2B_T384s1_K8","M2B","K8","K8","M2B_T384s1_K8",11716,0.829145110782552,0.407022300047521,0.994975217358688,656644
"M2B_T384s1_K9","M2B","K9","K9","M2B_T384s1_K9",9479,-0.160607463433156,0.872402576246282,0.994975217358688,153749
"M2B_T384s1_K10","M2B","K10","K10","M2B_T384s1_K10",11305,0.647299644531923,0.517438031547571,0.994975217358688,519097
"M2B_T384s1_K11","M2B","K11","K11","M2B_T384s1_K11",10400,0.246885661668617,0.804996713240853,0.994975217358688,243387
"M2B_T384s1_K12","M2B","K12","K12","M2B_T384s1_K12",9033,-0.357938553330432,0.720389298181734,0.994975217358688,118108
"M2B_T384s1_K13","M2B","K13","K13","M2B_T384s1_K13",11438,0.706145014389183,0.480097960629954,0.994975217358688,600728
"M2B_T384s1_K14","M2B","K14","K14","M2B_T384s1_K14",9005,-0.37032705224775,0.711138819616291,0.994975217358688,113429
"M2B_T384s1_K15","M2B","K15","K15","M2B_T384s1_K15",10292,0.199101451558963,0.842183385781838,0.994975217358688,192288
"M2B_T384s1_K16","M2B","K16","K16","M2B_T384s1_K16",10846,0.444216751565893,0.656885882154891,0.994975217358688,281569
"M2B_T384s1_K17","M2B","K17","K17","M2B_T384s1_K17",7900,-0.859230313091897,0.390213462427455,0.994975217358688,66608
"M2B_T384s1_K18","M2B","K18","K18","M2B_T384s1_K18",9714,-0.0566325618056679,0.954837895590303,0.994975217358688,189415
"M2B_T384s1_K19","M2B","K19","K19","M2B_T384s1_K19",10232,0.172554668164711,0.863001486841579,0.994975217358688,215130
"M2B_T384s1_K20","M2B","K20","K20","M2B_T384s1_K20",10176,0.147777670330075,0.882518232326091,0.994975217358688,234470
"M2B_T384s1_K21","M2B","K21","K21","M2B_T384s1_K21",8155,-0.746406483666324,0.455421903792428,0.994975217358688,81008
"M2B_T384s1_K22","M2B","K22","K22","M2B_T384s1_K22",7036,-1.24150399396913,0.214419623652202,0.994975217358688,44961
"M2B_T384s1_K23","M2B","K23","DMSO","M2B_T384s1_K23",10413,0.252637464737372,0.800548376240795,0.994975217358688,251480
"M2B_T384s1_K24","M2B","K24","P7NG# 10 D30 GFP -","M2B_T384s1_K24",3851,-2.65069574581403,0.00803261657082235,0.293764263161503,11548
"M2B_T384s1_L1","M2B","L1","P7NG#15","M2B_T384s1_L1",5515,-1.91446495301343,0.0555607731045897,0.615802718988104,30318
"M2B_T384s1_L2","M2B","L2","P7NG#8 GFP High","M2B_T384s1_L2",5200,-2.05383556583325,0.0399916093800286,0.495379935546161,24885
"M2B_T384s1_L3","M2B","L3","L3","M2B_T384s1_L3",11374,0.677828445435313,0.497880473072884,0.994975217358688,578985
"M2B_T384s1_L4","M2B","L4","L4","M2B_T384s1_L4",11876,0.899936533167225,0.368154026834255,0.994975217358688,557841
"M2B_T384s1_L5","M2B","L5","L5","M2B_T384s1_L5",10881,0.45970237521254,0.645729864415105,0.994975217358688,348183
"M2B_T384s1_L6","M2B","L6","L6","M2B_T384s1_L6",10774,0.41236061149279,0.680075128859298,0.994975217358688,298089
"M2B_T384s1_L7","M2B","L7","L7","M2B_T384s1_L7",9405,-0.193348496286067,0.846686048264013,0.994975217358688,126778
"M2B_T384s1_L8","M2B","L8","L8","M2B_T384s1_L8",11624,0.788440042911365,0.430439356278911,0.994975217358688,403848
"M2B_T384s1_L9","M2B","L9","L9","M2B_T384s1_L9",10124,0.124770458055056,0.900705275650351,0.994975217358688,251864
"M2B_T384s1_L10","M2B","L10","L10","M2B_T384s1_L10",10261,0.185385613471933,0.852926591628634,0.994975217358688,204529
"M2B_T384s1_L11","M2B","L11","L11","M2B_T384s1_L11",10179,0.149105009499788,0.88147077307191,0.994975217358688,201576
"M2B_T384s1_L12","M2B","L12","L12","M2B_T384s1_L12",10546,0.311482834594631,0.755433590316862,0.994975217358688,268660
"M2B_T384s1_L13","M2B","L13","L13","M2B_T384s1_L13",10943,0.487134051386601,0.626163336854256,0.994975217358688,306394
"M2B_T384s1_L14","M2B","L14","L14","M2B_T384s1_L14",11345,0.664997500128091,0.506052092007981,0.994975217358688,391006
"M2B_T384s1_L15","M2B","L15","L15","M2B_T384s1_L15",10523,0.301306567626834,0.763180733256463,0.994975217358688,224107
"M2B_T384s1_L16","M2B","L16","L16","M2B_T384s1_L16",10955,0.492443408065451,0.622405919190712,0.994975217358688,301410
"M2B_T384s1_L17","M2B","L17","L17","M2B_T384s1_L17",7259,-1.14283844902049,0.253105671816126,0.994975217358688,49104
"M2B_T384s1_L18","M2B","L18","L18","M2B_T384s1_L18",9170,-0.297323397913556,0.766219619948923,0.994975217358688,114780
"M2B_T384s1_L19","M2B","L19","L19","M2B_T384s1_L19",9588,-0.112380806933598,0.910521472765202,0.994975217358688,175407
"M2B_T384s1_L20","M2B","L20","L20","M2B_T384s1_L20",8455,-0.613672566695063,0.539431720062197,0.994975217358688,92210
"M2B_T384s1_L21","M2B","L21","L21","M2B_T384s1_L21",8753,-0.481823542503609,0.629931303713126,0.994975217358688,117359
"M2B_T384s1_L22","M2B","L22","L22","M2B_T384s1_L22",8854,-0.437136457123285,0.662012389122103,0.994975217358688,94885
"M2B_T384s1_L23","M2B","L23","DMSO","M2B_T384s1_L23",9485,-0.157952785093731,0.874494003599018,0.994975217358688,150530
"M2B_T384s1_L24","M2B","L24","P7NG# 10 D30 GFP +","M2B_T384s1_L24",2609,-3.20021416207505,0.0013732550631178,0.143845659673433,6037
"M2B_T384s1_M1","M2B","M1","P7NG#16","M2B_T384s1_M1",3243,-2.91970315087578,0.00350364950238619,0.269080281783259,10109
"M2B_T384s1_M2","M2B","M2","P7NG#10 GFP High","M2B_T384s1_M2",4198,-2.49716684851727,0.0125190037490503,0.365990903765915,17271
