SC	10T 5aza D5	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IPS	IF	10T	10T 5aza D10	BJ Fib	IF	10T	IF AdMyoD D5	Myo	SC	10T	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D10	Myo	SC	NA
19752	Spag11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19753	Spag16	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
19754	Spag17	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
19755	Spag4	0	0	1	2	0	0	0	1	1	0	0	0	0	3	2	1	0	3	1	1	1	0	0	2	2	0	3	0	5	0	3	0	3	0
19756	Spag5	0	5	0	17	1	0	2	1	10	0	4	0	0	10	56	2	0	21	24	0	76	10	26	9	51	3	3	1	19	1	8	0	37	0
19757	Spag6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19758	Spag7	52	50	9	175	30	52	73	95	97	20	36	6	3	123	126	66	3	79	69	5	210	95	53	71	81	36	32	4	228	10	35	5	218	6
19759	Spag8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19760	Spag9	48	41	6	138	17	46	50	86	117	14	38	4	7	101	74	41	16	75	45	1	87	36	52	63	21	23	39	1	81	9	44	9	86	3
19761	Spam1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19762	Sparc	1598	972	789	11548	687	1204	1848	10484	13225	724	1163	142	53	11340	1147	1098	44	12597	630	562	689	1989	984	8440	807	967	628	480	1060	326	806	549	1712	220
19763	Sparcl1	109	11	2	39	91	119	12	11	29	67	47	3	1	30	2	12	1	142	0	0	2	130	0	4	0	26	6	0	1	9	4	0	0	15
19764	Spast	18	14	2	53	5	15	14	28	40	7	13	1	0	31	45	10	0	42	21	0	33	17	34	27	11	4	13	1	55	4	14	1	57	3
19765	Spata1	0	1	0	1	2	0	1	3	1	0	0	0	0	3	1	2	0	1	1	0	1	3	2	0	2	0	1	0	5	0	0	0	4	0
19766	Spata13	1	1	0	9	1	1	2	3	4	1	3	0	0	3	0	1	0	21	2	0	1	2	1	4	0	1	1	0	1	0	1	0	2	0
19767	Spata16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19768	Spata17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19769	Spata18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19770	Spata19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19771	Spata2	11	13	0	25	3	5	13	17	28	2	2	1	0	21	17	11	0	15	11	1	20	13	6	11	18	7	11	1	28	5	6	2	24	1
19772	Spata20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19773	Spata21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19774	Spata22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19775	Spata24	20	49	3	238	13	24	26	58	142	8	17	2	8	116	64	24	2	76	34	4	239	47	48	101	66	17	26	5	161	8	22	3	219	5
19776	Spata25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19777	Spata2l	3	0	0	5	0	4	0	2	3	0	1	0	0	2	0	0	0	9	0	0	0	3	2	0	1	1	0	0	0	1	0	0	2	1
19778	Spata3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19779	Spata31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19780	Spata31d1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19781	Spata31d1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19782	Spata31d1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19783	Spata31d1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19784	Spata32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19785	Spata4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19786	Spata5	11	11	0	27	16	16	6	18	15	9	9	0	2	21	19	7	1	16	8	0	52	23	13	18	23	12	5	1	27	2	10	0	35	1
19787	Spata5l1	1	1	1	6	0	0	0	1	1	0	2	0	0	5	0	0	1	2	2	0	3	7	1	0	3	0	0	0	6	2	2	0	5	1
19788	Spata6	6	18	2	40	4	1	19	28	45	1	0	2	0	40	16	17	0	32	17	1	41	7	17	17	8	2	6	2	25	0	13	0	44	0
19789	Spata7	3	11	0	9	0	5	8	4	10	2	3	2	0	12	10	8	0	7	10	1	22	14	13	7	9	5	4	1	12	1	9	1	16	1
19790	Spata9	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
19791	Spatc1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19792	Spatc1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19793	Spats1	0	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	3	2	1	0	0	0	0	1	0	1	0
19794	Spats2	2	11	1	20	1	3	13	12	22	2	4	0	0	20	11	6	0	13	13	0	25	8	11	15	15	4	4	0	10	0	9	0	12	0
19795	Spats2l	100	6	6	41	33	112	6	50	32	29	86	1	2	41	6	2	5	17	0	1	20	202	4	23	16	106	3	1	54	17	9	0	69	12
19796	Spc24	4	38	1	146	3	2	11	2	65	2	6	0	0	87	128	8	0	52	76	2	123	38	73	21	212	7	30	1	97	4	43	0	119	3
19797	Spc25	1	21	5	171	2	3	21	10	73	2	3	0	1	80	143	15	1	38	87	2	291	26	59	24	73	17	26	1	115	0	26	1	155	3
19798	Spcs1	246	474	78	1640	153	300	551	733	1202	114	177	35	2	1163	598	409	6	660	298	50	774	450	293	988	331	234	418	45	1227	83	361	58	1419	32
19799	Spcs2	83	83	9	399	42	76	69	146	307	45	54	6	26	248	131	64	29	227	76	16	337	118	93	217	128	57	51	13	315	24	64	13	330	14
19800	Spcs3	41	71	11	274	20	62	57	111	180	13	23	2	18	178	326	48	34	161	152	4	211	72	147	126	53	32	56	8	174	10	43	9	196	1
19801	Spdef	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0
19802	Spdl1	4	8	0	46	1	2	2	2	20	0	2	0	0	33	41	1	0	17	31	0	68	4	27	10	15	5	11	0	27	1	3	0	22	0
19803	Spdya	1	0	0	0	2	0	0	0	4	0	0	0	0	1	1	1	0	1	0	0	1	3	1	0	0	1	0	0	0	1	1	0	1	0
19804	Spdyb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19805	Specc1	1	16	0	16	0	3	5	6	14	2	2	0	1	16	66	6	1	13	39	1	27	0	45	9	14	0	20	0	8	0	21	0	21	0
19806	Specc1l	39	33	4	60	9	38	41	52	67	3	15	6	1	55	36	24	0	72	14	3	63	17	30	28	33	12	28	3	53	9	22	2	62	2
19807	Speer1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19808	Speer2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19809	Speer3	2	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	34	0	0	3	5	1	0	0	22	0	0	1	21	0
19810	Speer4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
19811	Speer4b	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	1	0	0	2	0
19812	Speer4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
19813	Speer4e	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0
19814	Speer4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
19815	Speer5-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19816	Speer6-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19817	Speer7-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19818	Speer8-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19819	Speer9-ps1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19820	Spef1	9	4	1	5	4	4	2	5	3	0	2	0	0	2	4	2	0	3	1	0	5	6	4	1	1	1	0	0	3	1	2	0	3	0
19821	Spef2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
19822	Speg	3	11	0	25	4	4	5	9	10	3	1	0	0	13	15	2	0	22	9	1	25	6	6	7	11	5	8	0	32	1	8	1	55	2
19823	Spem1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19824	Spen	27	10	3	26	16	29	11	23	23	4	11	1	5	48	40	9	2	36	20	1	21	32	25	20	14	15	9	1	37	12	12	1	53	5
19825	Spert	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19826	Spesp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19827	Spg11	6	12	1	22	4	6	13	15	20	8	10	0	1	20	15	7	0	28	10	0	24	15	11	14	5	4	8	2	13	1	5	1	15	6
19828	Spg20	60	84	12	412	22	57	94	177	261	21	25	10	0	247	127	73	1	128	65	9	407	87	80	205	141	55	107	12	335	9	80	11	370	4
19829	Spg21	100	115	10	317	78	72	96	198	220	80	38	6	3	211	109	67	0	135	63	7	181	313	63	112	87	93	57	2	256	34	55	3	342	10
19830	Spg7	21	38	5	94	18	18	42	65	71	9	14	3	1	83	47	24	1	78	37	2	115	25	30	26	68	7	28	2	92	3	22	8	93	2
19831	Sphk1	0	34	2	79	0	2	40	20	59	0	1	1	0	58	20	22	0	27	8	2	10	2	13	59	2	0	16	2	19	0	25	0	26	0
19832	Sphk2	12	8	1	17	8	13	8	15	23	4	12	0	0	28	12	4	1	26	4	3	17	14	9	8	17	10	3	0	22	5	8	0	25	1
19833	Sphkap	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	1	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
19834	Spib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
19835	Spic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
19836	Spice1	30	10	0	28	15	12	9	17	25	10	12	0	0	24	16	7	0	14	10	3	44	34	12	16	8	16	10	1	34	11	5	2	34	0
19837	Spin1	32	55	8	143	13	40	55	52	112	9	20	3	2	87	43	26	3	87	19	2	91	33	25	40	30	17	28	1	75	9	36	5	93	1
19838	Spin2	0	7	0	13	1	0	6	2	7	1	0	1	0	11	4	6	0	3	2	0	13	0	2	3	3	0	4	0	9	0	4	0	14	0
19839	Spin4	14	5	1	6	3	1	6	6	12	2	3	0	0	4	4	2	1	4	5	1	9	7	7	7	2	5	2	1	2	3	1	0	4	0
19840	Spink10	3	6	0	12	0	2	0	1	5	0	1	1	0	6	12	2	0	3	5	1	30	1	4	5	10	1	6	0	15	2	1	0	13	0
19841	Spink11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19842	Spink12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19843	Spink13	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19844	Spink14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19845	Spink2	0	1	0	3	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	6	0	0	3	0	0	2	0	0	0	1	0	0	0
19846	Spink3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19847	Spink4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	26	0	0	2	10	0
19848	Spink5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19849	Spink6	0	0	0	10	0	0	0	0	12	0	0	0	0	14	0	0	0	1	0	1	0	0	0	14	0	0	0	0	0	0	0	0	1	0
19850	Spink7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19851	Spink8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19852	Spinkl	0	2	0	0	0	0	10	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0
19853	Spint1	2	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0
19854	Spint2	0	1	0	7	1	5	0	1	1	1	0	0	0	5	0	0	0	4	0	0	1	0	1	1	4	4	0	0	25	0	1	0	21	3
19855	Spint3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19856	Spint4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19857	Spint5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19858	Spire1	11	12	0	64	3	12	4	17	38	9	11	0	0	56	53	5	2	36	26	0	50	20	45	31	17	11	11	1	68	2	12	0	102	2
19859	Spire2	1	1	0	3	0	0	1	0	4	0	1	0	0	1	1	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	3	1	1	0
19860	Spn	0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	12	0	0	0	1	0	1	4	1	0	0	3	0	0	0	1	0
19861	Spn-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19862	Spns1	28	27	1	87	10	25	25	28	73	8	13	2	1	69	42	21	0	67	14	3	46	25	18	27	43	14	17	1	47	3	18	1	39	0
19863	Spns2	5	0	0	3	7	0	1	1	2	3	4	0	3	3	1	3	0	16	1	0	3	2	1	1	4	6	0	0	7	1	2	0	4	0
19864	Spns3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19865	Spo11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19866	Spock1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	30	0
19867	Spock2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	5	0	0	6	2	0	1	0	1	0	0	0	0	0	0	0	0
19868	Spock3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
19869	Spon1	1	0	1	5	0	2	0	7	14	1	1	0	0	8	2	0	0	49	1	0	2	7	2	4	0	0	1	0	1	0	0	0	1	0
19870	Spon2	6	134	7	65	2	7	65	56	62	0	6	6	1	52	5	55	0	66	1	3	1	13	0	60	0	0	86	1	4	0	43	4	1	3
19871	Spop	202	84	14	516	80	162	81	185	310	54	80	9	2	330	207	74	8	178	91	11	221	201	117	146	69	106	58	10	193	49	42	10	227	16
19872	Spopl	3	5	1	24	0	8	10	11	18	4	5	0	0	22	13	8	0	12	11	0	19	5	13	8	5	2	9	1	29	2	8	1	13	0
19873	Spp1	252	1803	50	2123	53	145	729	225	1096	31	182	75	79	1201	866	608	76	690	532	220	22051	99	1005	3883	4225	92	2032	246	45334	205	1734	168	50993	100
19874	Spp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19875	Sppl2a	73	63	7	169	23	59	76	92	122	12	40	4	1	131	92	75	0	133	39	5	143	71	52	99	35	30	73	3	147	10	59	8	214	5
19876	Sppl2b	16	23	1	45	6	28	26	20	42	7	17	2	0	46	36	13	0	40	16	0	47	34	21	30	32	13	11	8	20	6	12	0	33	2
19877	Sppl2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19878	Sppl3	34	33	2	82	17	41	27	54	97	14	16	2	1	88	40	27	1	103	15	2	44	36	37	39	19	29	26	6	64	15	20	2	81	6
19879	Spr	60	160	12	342	33	60	155	122	225	21	28	14	0	265	293	128	1	242	130	8	341	104	141	100	205	58	83	6	150	18	85	7	192	10
19880	Spred1	42	8	1	69	12	41	20	32	69	6	23	1	3	53	42	13	5	93	14	2	47	25	34	29	7	23	16	2	65	9	19	3	74	3
19881	Spred2	14	2	0	9	6	6	4	3	2	5	11	0	0	3	12	1	0	11	5	0	13	7	12	0	5	4	5	0	23	3	6	0	14	1
19882	Spred3	0	2	0	1	1	0	2	2	5	2	0	0	0	5	1	1	0	3	1	1	9	5	1	2	0	0	0	0	8	1	2	0	3	0
19883	Sprn	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
19884	Sprr1a	0	37	0	1	0	1	0	1	0	0	0	0	0	0	22	1	0	0	15	0	2	0	11	0	1	0	28	0	0	0	71	0	0	0
19885	Sprr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19886	Sprr2a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19887	Sprr2a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19888	Sprr2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19889	Sprr2d	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
19890	Sprr2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
19891	Sprr2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19892	Sprr2g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
19893	Sprr2h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
19894	Sprr2i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19895	Sprr2j-ps	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19896	Sprr2k	0	6	0	0	0	0	1	0	0	0	0	0	0	1	7	0	0	0	3	0	0	0	5	0	0	0	5	0	0	0	7	0	0	0
19897	Sprr3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
19898	Sprr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19899	Sprtn	1	0	0	2	0	0	0	1	0	0	2	0	0	1	5	0	0	1	2	0	2	0	3	1	4	0	1	0	1	0	0	0	3	0
19900	Spry1	331	3	5	19	181	237	6	48	13	123	121	0	3	20	0	6	2	38	0	0	12	326	4	13	5	189	1	0	41	115	3	2	44	28
19901	Spry2	75	116	5	103	33	95	306	124	114	22	46	14	9	116	202	193	14	60	78	3	175	73	77	39	76	32	38	3	268	14	35	3	233	4
19902	Spry3	0	2	0	3	0	0	0	0	3	0	1	0	0	2	0	0	0	2	0	0	3	0	0	0	0	1	1	0	0	0	1	0	0	0
19903	Spry4	32	7	0	10	11	16	4	4	11	7	21	0	2	11	7	5	0	34	2	0	40	29	7	4	15	10	1	0	51	1	5	1	69	0
19904	Spryd3	10	21	2	49	5	13	31	17	45	4	7	3	0	42	56	24	2	37	22	0	33	17	24	24	32	6	14	0	34	4	13	3	39	1
19905	Spryd4	12	24	1	34	3	9	20	28	30	5	4	1	0	36	43	33	0	17	25	1	115	23	24	19	68	15	19	1	68	3	12	2	71	0
19906	Spryd7	7	4	0	24	1	5	4	14	12	3	2	0	0	11	14	9	2	15	17	1	24	3	8	18	2	2	9	0	17	2	4	0	22	1
19907	Spsb1	7	4	3	26	1	24	18	39	31	5	3	1	1	38	20	14	0	35	2	0	10	4	11	12	3	8	1	0	6	3	7	1	10	0
19908	Spsb2	7	26	0	47	4	14	21	13	28	2	3	2	0	27	12	9	0	13	9	0	43	7	9	16	61	5	6	1	53	0	16	0	59	1
19909	Spsb3	23	22	6	51	17	24	28	33	33	9	13	5	0	43	30	22	0	41	9	0	36	50	20	27	56	26	11	0	55	7	8	1	48	5
19910	Spsb4	0	0	0	0	0	1	2	0	0	2	1	0	0	1	2	2	0	3	1	0	1	5	0	1	2	2	0	0	1	0	0	0	1	0
19911	Spt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19912	Spta1	0	0	0	1	0	0	0	4	3	0	0	0	0	4	0	1	0	2	0	0	13	0	0	1	1	0	0	0	2	0	0	1	12	0
19913	Sptan1	199	186	37	685	185	152	198	765	579	147	137	18	9	458	201	165	5	381	113	16	332	368	143	268	137	193	137	11	326	76	142	30	423	23
19914	Sptb	1	0	0	0	1	2	0	0	0	1	3	0	0	1	1	0	0	0	0	0	0	4	0	1	0	4	0	0	2	0	0	0	2	0
19915	Sptbn1	159	98	54	474	93	156	222	848	588	71	109	11	18	448	119	142	18	512	66	10	140	126	99	221	64	68	64	13	214	29	86	30	326	17
19916	Sptbn2	0	0	0	1	2	0	0	0	1	1	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
19917	Sptbn4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
19918	Sptlc1	22	19	3	74	10	33	15	51	58	14	23	1	2	52	34	26	1	63	19	6	62	38	21	44	42	12	32	2	45	5	12	4	50	2
19919	Sptlc2	12	30	2	98	11	9	32	35	97	2	2	1	1	71	61	16	1	93	19	3	34	18	36	43	10	1	33	2	26	1	30	1	33	3
19920	Sptlc3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19921	Sptssa	200	113	13	411	144	227	132	179	340	80	72	6	4	337	273	84	4	145	150	8	721	351	141	157	186	137	71	11	512	65	91	17	805	20
19922	Sptssb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19923	Spty2d1	50	19	1	50	14	41	19	38	50	26	36	2	2	44	17	15	0	42	14	2	52	45	16	32	15	25	14	4	58	13	21	2	70	6
19924	Spz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19925	Sqle	72	32	12	262	50	63	42	199	181	36	9	6	2	150	160	28	1	189	79	8	102	90	87	80	18	36	25	7	37	8	30	5	38	3
19926	Sqrdl	20	57	5	97	11	19	89	55	76	16	14	5	0	82	27	72	0	64	13	2	33	26	16	58	17	22	50	3	36	3	45	7	39	3
19927	Sqstm1	228	633	40	561	108	213	444	403	477	68	159	22	3	447	334	380	6	512	160	21	697	314	238	322	487	213	468	11	941	72	609	38	984	41
19928	Sra1	65	153	28	672	65	98	169	297	482	52	56	9	4	457	211	107	2	243	122	19	417	176	105	424	256	80	125	26	388	35	125	28	490	19
19929	Srbd1	7	11	0	25	5	10	9	4	30	2	8	1	3	24	35	4	1	28	12	0	42	9	13	14	20	9	8	1	31	3	5	0	25	2
19930	Src	4	20	1	29	1	4	19	26	43	0	3	0	0	29	36	12	0	57	14	1	38	1	43	14	14	3	21	0	30	2	25	2	38	0
